id,brand,title,title_en,title_ar,description,description_en,description_ar,usageTips,usageTips_en,usageTips_ar,customBadge,customBadge_en,customBadge_ar,category,subCategory,tags
PLmMvx7u9lMqAIaXwejN,Protelisse,Après-Shampooing Protéiné pour cheveux Secs,Sulfate-Free Protein Deep Nutrition Conditioner for Dry Hair,بلسم بروتيني للشعر الجاف,"Un après-shampooing protéiné pour nourrir et adoucir les cheveux secs.

Sa formule aide à réparer les longueurs abîmées, tout en apportant douceur, brillance et facilité de coiffage.

**Pourquoi on l’aime :**
- Aide à réparer les cheveux secs
- Apporte douceur et souplesse
- Laisse les cheveux plus brillants
- Facilite le démêlage
- Rend le coiffage plus agréable

**Pour qui :**
Cheveux secs, abîmés ou en manque de confort.","A protein conditioner to nourish and soften dry hair.

Its formula helps repair damaged lengths while adding softness, shine and easier styling.

**Why we love it:**
- Helps repair dry hair
- Adds softness and flexibility
- Leaves hair shinier
- Makes detangling easier
- Makes styling more pleasant

**Best for:**
Dry, damaged hair or hair lacking comfort.","بلسم بروتيني لتغذية وتنعيم الشعر الجاف.

تركيبته تساعد على إصلاح الأطوال التالفة مع منح نعومة ولمعان وسهولة أكبر في التصفيف.

**لماذا نحبّه:**
- يساعد على إصلاح الشعر الجاف
- يمنح نعومة ومرونة
- يترك الشعر أكثر لمعاناً
- يسهل فك التشابك
- يجعل التصفيف أكثر راحة

**مناسب لـ:**
الشعر الجاف أو التالف أو الذي يحتاج إلى راحة أكثر.","Appliquer directement après le shampooing sur l'ensemble de la chevelure (longueurs et pointes). Laisser agir 5 minutes, puis rincer abondamment à l'eau tiède.","Apply directly after shampooing to the entire hair (lengths and ends). Leave on for 5 minutes, then rinse thoroughly with lukewarm water.",طبّقيه مباشرة بعد الشامبو على كامل الشعر، خاصة الأطوال والأطراف. اتركيه 5 دقائق ثم اشطفي جيداً بالماء الفاتر.,,,,Cheveux,Après-Shampooing,"cheveux; après-shampooing; secs; lisses; ondulés; gamme_secs_protéiné; bouclés; crépus; frisés; hydratation; brillance; argan"
8bWECZKenmcDTJHTX2EF,Flux Care,"Après-Shampooing Racines Grasses, Longueurs Sèches",Balancing ConditionerFor Oily Roots & Dry Lengths,بلسم للجذور الدهنية والأطراف الجافة,"Un après-shampooing pensé pour les racines grasses et les longueurs sèches.

Sa formule à l’acide salicylique et à l’acide hyaluronique aide à rééquilibrer les cheveux : elle purifie les racines tout en hydratant les longueurs.

**Pourquoi on l’aime :**
- Aide à éliminer l’excès de sébum
- Rééquilibre les racines grasses
- Hydrate les longueurs sèches
- Redonne du volume et de l’éclat
- N’alourdit pas les cheveux

**Pour qui :**
Idéal si vos pointes sont sèches mais que votre cuir chevelu regraisse vite.","A conditioner made for oily roots and dry lengths.

Its salicylic acid and hyaluronic acid formula helps rebalance hair by purifying the roots while hydrating the lengths.

**Why we love it:**
- Helps remove excess sebum
- Rebalances oily roots
- Hydrates dry lengths
- Restores volume and shine
- Does not weigh hair down

**Best for:**
Dry ends with a scalp that gets oily quickly.","بلسم مخصص للجذور الدهنية والأطراف الجافة.

تركيبته بحمض الساليسيليك وحمض الهيالورونيك تساعد على إعادة توازن الشعر من خلال تنقية الجذور وترطيب الأطوال.

**لماذا نحبّه:**
- يساعد على إزالة الزهم الزائد
- يعيد توازن الجذور الدهنية
- يرطب الأطوال الجافة
- يمنح حجماً ولمعاناً
- لا يثقل الشعر

**مناسب لـ:**
الأطراف الجافة مع فروة رأس تدهن بسرعة.","Après le shampooing, appliquez sur cheveux essorés, des longueurs jusqu'aux pointes. Laissez agir 2 à 3 minutes, puis rincez abondamment.","fter shampooing, apply to towel-dried hair from mid-lengths to ends. Leave on for 2 to 3 minutes, then rinse thoroughly.",بعد الشامبو، طبّقيه على الشعر المعصور من الأطوال حتى الأطراف. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي جيداً.,,,,Cheveux,Après-Shampooing,"cheveux; gamme_hyaluron; après-shampooing; volume; brillance; hydratation; gras; lisses; ondulés; bouclés; frisés; crépus"
Qh3ekxzgjqNv3FtJBakD,Flux care,Après-Shampooing Réparateur pour cheveux abîmés,Repairing Conditioner for Damaged Hair,بلسم مرمم للشعر التالف,"Un après-shampooing réparateur pour lisser, démêler et discipliner les cheveux abîmés.

Sa formule au céramide aide à contrôler la fibre, réduire les frisottis et apporter plus de souplesse aux longueurs.

**Pourquoi on l’aime :**
- Démêle les cheveux facilement
- Aide à réduire les frisottis
- Lisse la fibre sans l’alourdir
- Apporte douceur et souplesse
- Laisse les cheveux plus brillants

**Résultat :**
Des cheveux plus lisses, plus souples et visiblement mieux disciplinés.","A repairing conditioner to smooth, detangle and discipline damaged hair.

Its ceramide formula helps control the fiber, reduce frizz and add more flexibility to the lengths.

**Why we love it:**
- Detangles hair easily
- Helps reduce frizz
- Smooths the fiber without weighing it down
- Adds softness and flexibility
- Leaves hair shinier

**Result:**
Hair that is smoother, softer and visibly better disciplined.","بلسم مرمم لتنعيم وفك تشابك وضبط الشعر التالف.

تركيبته بالسيراميد تساعد على التحكم في الشعرة، تقليل النفشة ومنح الأطوال مرونة أكبر.

**لماذا نحبّه:**
- يفك تشابك الشعر بسهولة
- يساعد على تقليل النفشة
- ينعم الشعرة من دون إثقالها
- يمنح نعومة ومرونة
- يترك الشعر أكثر لمعاناً

**النتيجة:**
شعر أنعم وأكثر مرونة وانضباطاً.","Après le shampooing, appliquez sur cheveux essorés, des longueurs jusqu'aux pointes. Laissez agir 2 à 3 minutes, puis rincez abondamment.","After shampooing, apply to towel-dried hair from mid-lengths to ends. Leave on for 2 to 3 minutes, then rinse thoroughly.",بعد الشامبو، طبّقيه على الشعر المعصور من الأطوال حتى الأطراف. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي جيداً.,,,,Cheveux,Après-Shampooing,"cheveux; gamme_ultimate_repair; après-shampooing; réparation; anti-frisottis; abîmés; lisses; ondulés; bouclés; frisés; crépus"
3ZSiGuNF1Up2H2CzyJFh,Protelisse,Après-Shampooing Romarin Anti-chute,Rosemary Anti-Hair Loss Shampoo,بلسم بالروزماري مضاد للتساقط,"Un après-shampooing au romarin pour renforcer les cheveux fragiles et aider à réduire la chute liée à la casse.

Sa formule hydrate, répare et apporte plus de résistance, tout en laissant les cheveux doux et brillants.

**Pourquoi on l’aime :**
- Aide à renforcer les cheveux fragiles
- Réduit la casse au coiffage
- Hydrate les longueurs
- Apporte douceur et brillance
- Laisse les cheveux plus résistants

**Pour qui :**
Cheveux fragiles, ternes ou sujets à la chute liée à la casse.","A rosemary conditioner to strengthen fragile hair and help reduce hair fall linked to breakage.

Its formula hydrates, repairs and improves resistance while leaving hair soft and shiny.

**Why we love it:**
- Helps strengthen fragile hair
- Reduces breakage during styling
- Hydrates the lengths
- Adds softness and shine
- Leaves hair more resistant

**Best for:**
Fragile, dull hair or hair prone to breakage-related fall.","بلسم بالروزماري لتقوية الشعر الضعيف والمساعدة على تقليل التساقط الناتج عن التكسر.

تركيبته ترطب وترمم وتمنح مقاومة أكبر، مع ترك الشعر ناعماً ولامعاً.

**لماذا نحبّه:**
- يساعد على تقوية الشعر الضعيف
- يقلل التكسر أثناء التصفيف
- يرطب الأطوال
- يمنح نعومة ولمعاناً
- يترك الشعر أكثر مقاومة

**مناسب لـ:**
الشعر الضعيف أو الباهت أو المعرض للتساقط بسبب التكسر.","Après chaque shampooing, appliquez une noisette de baume sur toutes les longueurs et massez en douceur jusqu'aux pointes. Laissez agir quelques instants et rincez.","After each shampoo, apply a small amount of conditioner to the lengths and gently massage through to the ends. Leave on for a few moments, then rinse thoroughly.",بعد كل شامبو، طبّقي كمية صغيرة على الأطوال ودلّكي بلطف حتى الأطراف. اتركيه لحظات ثم اشطفي.,,,,Cheveux,Après-Shampooing,"cheveux; après-shampooing; gamme_romarin; anti-chute; tout_type"
C7IQfsEyxPoNRPmRfpaH,Maria Beauty,Base de Teint Hydratante Elegance,Elegance Hydrating Primer,برايمر مرطب للوجه إليغانس,"Une base lumineuse pour hydrater la peau et préparer le teint.

Sa texture gel légère, enrichie en vitamine E et en fines particules dorées, aide à lisser le grain de peau tout en apportant un éclat naturel.

**Pourquoi on l’aime :**
- Hydrate les peaux en manque de confort
- Aide à lisser le grain de peau
- Apporte un glow subtil effet bonne mine
- Prépare la peau avant le fond de teint
- Texture légère, sans fini gras

**Astuce :**
Portez-la seule pour un éclat naturel ou sous le maquillage pour un teint plus frais et lumineux.","A luminous primer to hydrate skin and prepare the complexion.

Its lightweight gel texture, enriched with vitamin E and fine golden particles, helps smooth skin texture while adding a natural glow.

**Why we love it:**
- Hydrates skin that lacks comfort
- Helps smooth skin texture
- Adds a subtle healthy glow
- Prepares skin before foundation
- Lightweight texture with no greasy finish

**Tip:**
Wear it alone for natural radiance or under makeup for a fresher, brighter complexion.","برايمر مضيء يرطب البشرة ويجهزها للمكياج.

قوامه الجل الخفيف، الغني بفيتامين E وجزيئات ذهبية ناعمة، يساعد على تنعيم ملمس البشرة ومنحها إشراقة طبيعية.

**لماذا نحبّه:**
- يرطب البشرة التي تحتاج إلى راحة
- يساعد على تنعيم ملمس البشرة
- يمنح توهجاً صحياً خفيفاً
- يجهز البشرة قبل كريم الأساس
- قوام خفيف من دون لمسة دهنية

**نصيحة:**
استخدميه وحده لإشراقة طبيعية أو تحت المكياج لبشرة أكثر انتعاشاً وإضاءة.",,,,,,,Maquillage,Base,"maquillage; base; base_de_teint; lumineux; teint; sèche; normale"
ujzxJbpuTzQzePjMmKwd,Nour Beauty,Base de Teint Lissante,Matte Multi-Effect Primer,برايمر منعم للوجه,"Une base lissante pour un teint plus mat, plus net et plus uniforme.

Sa texture veloutée aide à flouter les pores, lisser les ridules et contrôler la brillance pour une meilleure tenue du maquillage.

**Pourquoi on l’aime :**
- Aide à matifier la zone T
- Floute l’apparence des pores
- Lisse visiblement la texture de peau
- Facilite l’application du fond de teint
- Prolonge la tenue du maquillage

**Astuce :**
Appliquez une petite quantité après votre crème, surtout sur le front, le nez et le menton.","A smoothing primer for a more matte, refined and even-looking complexion.

Its velvety texture helps blur pores, smooth fine lines and control shine for longer-lasting makeup.

**Why we love it:**
- Helps mattify the T-zone
- Blurs the look of pores
- Visibly smooths skin texture
- Makes foundation easier to apply
- Extends makeup wear

**Tip:**
Apply a small amount after moisturizer, especially on the forehead, nose and chin.","برايمر منعم لبشرة أكثر مطفية وصفاءً وتجانساً.

قوامه المخملي يساعد على إخفاء مظهر المسام، تنعيم الخطوط الرفيعة والتحكم في اللمعان لثبات أفضل للمكياج.

**لماذا نحبّه:**
- يساعد على إطفاء لمعان منطقة T
- يخفف مظهر المسام
- ينعم ملمس البشرة بوضوح
- يسهل تطبيق كريم الأساس
- يطيل ثبات المكياج

**نصيحة:**
طبّقي كمية صغيرة بعد المرطب، خاصة على الجبهة والأنف والذقن.",,,,,,,Maquillage,Base,"maquillage; base; base_de_teint; teint; mat; normale; couvrance_moyenne; haute_couvrance; mixte; grasse"
9RXALgCfI8Izn5aLclVu,Chaline,Baume à Lèvres Anti-fissures & Anti-sécheresse,Anti-chapping & Anti-dryness Lip Balm,مرطب شفاه ضد التشققات والجفاف,"Un baume quotidien pour réparer, nourrir et protéger les lèvres sèches.

Sa formule au beurre de cacao et à la vitamine E aide à adoucir les lèvres, réduire l’inconfort et les protéger des agressions extérieures.

**Pourquoi on l’aime :**
- Aide à réparer les lèvres gercées
- Nourrit les zones sèches
- Protège du froid, du vent et du dessèchement
- Texture fondante et confortable
- Laisse les lèvres plus douces et lisses

**Pour qui :**
Idéal pour les lèvres sèches, sensibles ou sujettes aux fissures.","A daily balm to repair, nourish and protect dry lips.

Its cocoa butter and vitamin E formula helps soften lips, reduce discomfort and protect them from external aggressors.

**Why we love it:**
- Helps repair chapped lips
- Nourishes dry areas
- Protects from cold, wind and dryness
- Melting, comfortable texture
- Leaves lips softer and smoother

**Best for:**
Dry, sensitive lips or lips prone to cracking.","بلسم يومي لإصلاح وتغذية وحماية الشفاه الجافة.

تركيبته بزبدة الكاكاو وفيتامين E تساعد على تنعيم الشفاه، تقليل الانزعاج وحمايتها من العوامل الخارجية.

**لماذا نحبّه:**
- يساعد على إصلاح الشفاه المتشققة
- يغذي المناطق الجافة
- يحمي من البرد والرياح والجفاف
- قوام ذائب ومريح
- يترك الشفاه أنعم وأكثر نعومة

**مناسب لـ:**
الشفاه الجافة أو الحساسة أو المعرضة للتشقق.",,,,,,,Soins visage,Baume à lèvres,"soins_visage; baume_à_lèvres; baume; maquillage; lèvres"
DO4ED6FBoG7JnQslge9t,Le Petit Olivier,Baume de Nuit Nourrissant Anti-Âge,Nourishing Anti-Aging Night Balm,بلسم ليلي مغذٍ مضاد للتقدم في السن,"Un baume de nuit riche pour nourrir la peau pendant le sommeil.

Sa texture onctueuse aide à apporter confort, souplesse et nutrition aux peaux marquées par la fatigue ou les signes de l’âge.

**Pourquoi on l’aime :**
- Nourrit intensément la peau
- Aide à améliorer la fermeté
- Atténue visiblement rides et ridules
- Favorise la récupération nocturne
- Formule à 95% d’ingrédients d’origine naturelle

**Pour qui :**
Idéal le soir, pour les peaux qui ont besoin de confort, de nutrition et d’un réveil plus lumineux.","A rich night balm to nourish skin while you sleep.

Its creamy texture helps bring comfort, suppleness and nutrition to skin marked by fatigue or signs of aging.

**Why we love it:**
- Deeply nourishes the skin
- Helps improve firmness
- Visibly softens wrinkles and fine lines
- Supports overnight recovery
- 95% naturally derived ingredients

**Best for:**
Night use, when skin needs comfort, nutrition and a brighter morning glow.","بلسم ليلي غني يغذي البشرة أثناء النوم.

قوامه الكريمي يساعد على منح الراحة والمرونة والتغذية للبشرة المتعبة أو التي تظهر عليها علامات التقدم في السن.

**لماذا نحبّه:**
- يغذي البشرة بعمق
- يساعد على تحسين التماسك
- يخفف مظهر التجاعيد والخطوط الرفيعة
- يدعم تعافي البشرة ليلاً
- 95% من مكونات ذات أصل طبيعي

**مناسب لـ:**
الاستخدام الليلي عندما تحتاج البشرة إلى راحة وتغذية وإشراقة عند الاستيقاظ.",Appliquez le soir sur un visage parfaitement propre. Faites pénétrer en massant délicatement de l'intérieur vers l'extérieur du visage.,"Apply in the evening to a perfectly cleansed face. Massage gently into the skin, moving from the center of the face outwards.",طبّقيه مساءً على وجه نظيف تماماً. دلّكي بلطف من داخل الوجه نحو الخارج.,,,,Soins visage,Crème,"soins_visage; crème; tout_type; anti-âge; gamme_olivier-âge"
RDIgI7XAaFta3P1ppBv6,Maybelline,Blush Mousse Fondant,Dream Mousse Blush,بلاش موس ناعم,"Un blush mousse pour donner aux joues un éclat frais et naturel.

Sa texture aérienne fond sur la peau, puis laisse un fini poudré doux, lumineux et confortable.

**Pourquoi on l’aime :**
- Texture mousse légère et agréable
- Se fond facilement au doigt
- Apporte un effet bonne mine immédiat
- Fini poudré non gras
- Formule non comédogène, testée dermatologiquement

**Astuce :**
Tapotez une petite quantité sur les pommettes, puis étirez vers le haut pour un résultat frais et naturel.","A mousse blush for fresh, natural-looking cheeks.

Its airy texture melts into the skin and leaves a soft, luminous and comfortable powder finish.

**Why we love it:**
- Light, pleasant mousse texture
- Blends easily with fingers
- Gives an instant healthy glow
- Non-greasy powder finish
- Non-comedogenic, dermatologically tested formula

**Tip:**
Tap a small amount onto the cheekbones, then blend upward for a fresh, natural result.","بلاش بقوام الموس يمنح الخدود إشراقة طبيعية ومنتعشة.

قوامه الهوائي يذوب على البشرة ويترك لمسة بودرية ناعمة ومضيئة ومريحة.

**لماذا نحبّه:**
- قوام موس خفيف وممتع
- يندمج بسهولة بالأصابع
- يمنح مظهر صحة فوري
- لمسة بودرية غير دهنية
- تركيبة غير كوميدوجينية ومختبرة جلدياً

**نصيحة:**
ربّتي كمية صغيرة على عظمة الخد ثم ادمجي للأعلى لنتيجة طبيعية ومنتعشة.",,,,2 teintes,2 shades,درجتان,Maquillage,Blush,"maquillage; teint; blush; naturel; lumineux"
Qrg8aEV7BF3BpYIEtzVt,Garnier,Color Naturals (10 Blond Très Très Clair),Color Naturals (10 Very Light Blonde),كولور ناتشرلز 10 أشقر فاتح جداً جداً,"Une coloration blond très clair pour un résultat lumineux et naturel.

Sa formule crème aux huiles d’olive, d’avocat et de karité colore tout en aidant à nourrir les cheveux pendant la coloration.

**Pourquoi on l’aime :**
- Nuance blond très très clair lumineuse
- Aide à couvrir les cheveux blancs
- Nourrit les cheveux pendant la coloration
- Laisse les cheveux plus doux et brillants
- Couleur éclatante jusqu’à 8 semaines

**Astuce :**
Faites toujours le test d’allergie 48h avant l’application, surtout avec les nuances très claires.","A very light blonde hair color for a luminous, natural result.

Its cream formula with olive, avocado and shea oils colors while helping nourish hair during the process.

**Why we love it:**
- Bright very light blonde shade
- Helps cover grey hair
- Nourishes hair during coloring
- Leaves hair softer and shinier
- Radiant color for up to 8 weeks

**Tip:**
Always do an allergy test 48 hours before application, especially with very light shades.","صبغة أشقر فاتح جداً جداً لنتيجة مشرقة وطبيعية.

تركيبتها الكريمية بزيوت الزيتون والأفوكادو والشيا تلوّن الشعر وتساعد على تغذيته أثناء الصبغ.

**لماذا نحبّها:**
- درجة أشقر فاتح جداً ومضيئة
- تساعد على تغطية الشيب
- تغذي الشعر أثناء التلوين
- تترك الشعر أنعم وأكثر لمعاناً
- لون مشرق حتى 8 أسابيع

**نصيحة:**
قومي دائماً باختبار الحساسية قبل 48 ساعة من التطبيق، خاصة مع الدرجات الفاتحة جداً.","1. Test d'Alerte : Effectuez obligatoirement un test d'alerte allergie 48 heures avant chaque coloration en appliquant un peu de crème colorante pure derrière l'oreille.
2. Mélange : Enfilez les gants protecteurs. Dans un bol non métallique, versez l'intégralité du flacon de révélateur (60 ml) et du tube de crème colorante (40 ml). Mélangez à l'aide d'un pinceau jusqu'à obtenir une texture homogène et onctueuse.
3. Application : * *Cheveux naturels (première coloration) :* Appliquez sur cheveux secs non lavés des racines jusqu'aux pointes. Laissez poser **30 minutes**.
   * *Retouche des racines (cheveux déjà colorés) :* Appliquez uniquement sur les racines et laissez agir **20 minutes**. Répartissez ensuite le restant sur les longueurs et pointes pendant **10 minutes**.
4. Rinçage & Soin : Rincez généreusement à l'eau tiède jusqu'à ce que l'eau soit parfaitement limpide. Appliquez le sachet de soin nutritif aux 3 huiles, massez délicatement, laissez poser 2 minutes puis rincez.","1. Allergy Test: Always perform an allergy alert test 48 hours before each coloring by applying a small amount of pure colorant cream behind your ear.
2. Mixing: Put on the protective gloves. In a non-metallic bowl, pour the entire developer bottle (60 ml) and the hair colorant cream tube (40 ml). Mix thoroughly with a brush until you achieve a smooth and creamy texture.
3. Application: * *Natural hair (first-time coloring):* Apply to dry, unwashed hair from roots to tips. Leave it on for **30 minutes**.
   * *Root touch-up (already colored hair):* Apply strictly to the roots and leave it on for **20 minutes**. Then, distribute the remaining mixture through the lengths and tips for an additional **10 minutes**.
4. Rinse & Care: Rinse thoroughly with lukewarm water until the water runs completely clear. Apply the 3-oil nourishing care sachet, massage gently, leave it on for 2 minutes, then rinse well.",1. قومي باختبار الحساسية قبل 48 ساعة. 2. ارتدي القفازات وامزجي كريم الصبغة مع المظهر في وعاء غير معدني. 3. طبّقي حسب التعليمات ثم اشطفي جيداً.,,,,Cheveux,Coloration,"cheveux; coloration"
